NIL,Under Armour,Under Armour UA Men's Mojo 2 Sportstyle Shoes,NA,$79.00 ,3,https://shopee.sg/Under-Armour-UA-Men's-Mojo-2-Sportstyle-Shoes-i.252648730.8193499725?sp_atk=f9574b11-a8a5-484a-80a7-eb3167245bc8&xptdk=f9574b11-a8a5-484a-80a7-eb3167245bc8,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdz-livha3dlt6od61,26-07-23
NIL,Under Armour,Under Armour UA Men's Charged Impulse 3 Running Shoes,NA,$99.00 ,3,https://shopee.sg/Under-Armour-UA-Men's-Charged-Impulse-3-Running-Shoes-i.252648730.18156556884?sp_atk=33578432-6968-450f-a481-9e5ddba36d89&xptdk=33578432-6968-450f-a481-9e5ddba36d89,https://down-sg.img.susercontent.com/file/sg-11134201-7qvf6-livgfgvp3r7za9,26-07-23
NIL,Under Armour,Under Armour UA Men's HOVR™ Infinite 4 Running Shoes,$209.00 ,$125.40 ,3,https://shopee.sg/Under-Armour-UA-Men's-HOVR™-Infinite-4-Running-Shoes-i.252648730.19472262170?sp_atk=653f3878-ceae-4f87-8725-7e11ae1d320e&xptdk=653f3878-ceae-4f87-8725-7e11ae1d320e,https://down-sg.img.susercontent.com/file/sg-11134201-7qvfu-livglul8y9z49e,26-07-23
NIL,Under Armour,Under Armour UA Men's HOVR™ Machina 3 Daylight Running Shoes,$229.00 ,$137.40 ,1,https://shopee.sg/Under-Armour-UA-Men's-HOVR™-Machina-3-Daylight-Running-Shoes-i.252648730.21059017562?sp_atk=07c47789-3409-4734-899d-69ec9b766779&xptdk=07c47789-3409-4734-899d-69ec9b766779,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdb-livgk0s98zrh33,26-07-23
NIL,Under Armour,Under Armour UA Men's Project Rock 4 Training Shoes,$219.00 ,$131.40 ,1,https://shopee.sg/Under-Armour-UA-Men's-Project-Rock-4-Training-Shoes-i.252648730.12537549989?sp_atk=e734b697-3a5f-4c53-8f59-6e346332b021&xptdk=e734b697-3a5f-4c53-8f59-6e346332b021,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdy-livh30l6l48x00,26-07-23
NIL,Under Armour,Under Armour UA Men's Essential Sportstyle Shoes,NA,$79.00 ,1,https://shopee.sg/Under-Armour-UA-Men's-Essential-Sportstyle-Shoes-i.252648730.11264685402?sp_atk=80d51a79-3ba3-4fac-a80d-2a225c19757c&xptdk=80d51a79-3ba3-4fac-a80d-2a225c19757c,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdu-livh6dt59si75e,26-07-23
NIL,Under Armour,Under Armour UA Men's  HOVR™ Phantom 2 IntelliKnit Running Shoes,$229.00 ,$137.40 ,0,https://shopee.sg/Under-Armour-UA-Men's-HOVR™-Phantom-2-IntelliKnit-Running-Shoes-i.252648730.23503558740?sp_atk=1974e857-1c61-48a0-889a-04fce91819b2&xptdk=1974e857-1c61-48a0-889a-04fce91819b2,https://down-sg.img.susercontent.com/file/sg-11134201-7qvd7-livgaditfcow09,26-07-23
NIL,Under Armour,Under Armour UA Men's HOVR™ Infinite 3 Running Shoe,$199.00 ,$119.40 ,0,https://shopee.sg/Under-Armour-UA-Men's-HOVR™-Infinite-3-Running-Shoe-i.252648730.20259328520?sp_atk=a01b9a16-c451-4369-8f7e-283769797aa5&xptdk=a01b9a16-c451-4369-8f7e-283769797aa5,https://down-sg.img.susercontent.com/file/sg-11134201-7qveh-livgm5u2hvcw4c,26-07-23
NIL,Under Armour,Under Armour UA Men's Charge Escape 4 Running Shoes,NA,$129.00 ,0,https://shopee.sg/Under-Armour-UA-Men's-Charge-Escape-4-Running-Shoes-i.252648730.22922499364?sp_atk=f2bf5bde-bb87-47e9-b727-0357e117e05f&xptdk=f2bf5bde-bb87-47e9-b727-0357e117e05f,https://down-sg.img.susercontent.com/file/sg-11134201-7qvff-livgcudpe62x5f,26-07-23
NIL,Under Armour,Under Armour UA Men's Charged Impulse 3 Running Shoe,NA,$99.00 ,0,https://shopee.sg/Under-Armour-UA-Men's-Charged-Impulse-3-Running-Shoe-i.252648730.22422501143?sp_atk=b62bddbb-42b2-43dd-94f6-5ad3453db0ae&xptdk=b62bddbb-42b2-43dd-94f6-5ad3453db0ae,https://down-sg.img.susercontent.com/file/sg-11134201-7qvf6-livgfgvp3r7za9,26-07-23
NIL,Under Armour,Under Armour UA Men's Flow Velociti SE Running Shoe,$199.00 ,$119.40 ,0,https://shopee.sg/Under-Armour-UA-Men's-Flow-Velociti-SE-Running-Shoe-i.252648730.20554034088?sp_atk=46c24a6b-787d-4e35-8eee-e134e55033ca&xptdk=46c24a6b-787d-4e35-8eee-e134e55033ca,https://down-sg.img.susercontent.com/file/sg-11134201-7qvd3-livglee0nrlf0f,26-07-23
NIL,Under Armour,Under Armour UA Men's Flow Velociti MVMNT SNG Sportstyle Shoes,$189.00 ,$113.40 ,0,https://shopee.sg/Under-Armour-UA-Men's-Flow-Velociti-MVMNT-SNG-Sportstyle-Shoes-i.252648730.19259109795?sp_atk=2c53aea1-1229-4ced-a114-d1bcea4f6cd1&xptdk=2c53aea1-1229-4ced-a114-d1bcea4f6cd1,https://down-sg.img.susercontent.com/file/sg-11134201-7qvg2-livgotu6330td8,26-07-23
NIL,Under Armour,Under Armour UA Men's Essential Sport style Shoes,NA,$79.00 ,0,https://shopee.sg/Under-Armour-UA-Men's-Essential-Sport-style-Shoes-i.252648730.19172673558?sp_atk=b4bdb677-c747-48e6-9d77-14311fb9d6ad&xptdk=b4bdb677-c747-48e6-9d77-14311fb9d6ad,https://down-sg.img.susercontent.com/file/sg-11134201-7qvf5-livgoywglibx20,26-07-23
NIL,Under Armour,Under Armour UA Men's Flow Velociti Wind Colorshift Running Shoes,$229.00 ,$137.40 ,0,https://shopee.sg/Under-Armour-UA-Men's-Flow-Velociti-Wind-Colorshift-Running-Shoes-i.252648730.19653801771?sp_atk=f24851ce-14ac-4ff4-835d-a254b654a64f&xptdk=f24851ce-14ac-4ff4-835d-a254b654a64f,https://down-sg.img.susercontent.com/file/sg-11134201-7qvfe-livgnrq3s4ct28,26-07-23
NIL,Under Armour,Under Armour UA Men's HOVR™ Infinite 3 Running Shoes,$199.00 ,$149.25 ,0,https://shopee.sg/Under-Armour-UA-Men's-HOVR™-Infinite-3-Running-Shoes-i.252648730.8922938688?sp_atk=ad6f96a5-668c-4400-8c48-3d29ecd781fb&xptdk=ad6f96a5-668c-4400-8c48-3d29ecd781fb,https://down-sg.img.susercontent.com/file/sg-11134201-7qve0-livh9i1uzabqf3,26-07-23
NIL,Under Armour,Under Armour UA Men's Charged Impulse 2 Knit Running Shoes,NA,$99.00 ,0,https://shopee.sg/Under-Armour-UA-Men's-Charged-Impulse-2-Knit-Running-Shoes-i.252648730.17520192850?sp_atk=14ea3438-32ba-40a8-a615-4b0aef11f9b2&xptdk=14ea3438-32ba-40a8-a615-4b0aef11f9b2,https://down-sg.img.susercontent.com/file/sg-11134201-7qvea-livgt6s6c6bbb3,26-07-23
NIL,Under Armour,Under Armour UA Men's HOVR™ Apex 3 Training Shoes,$219.00 ,$131.40 ,0,https://shopee.sg/Under-Armour-UA-Men's-HOVR™-Apex-3-Training-Shoes-i.252648730.13737535520?sp_atk=ff0f98df-5a11-4361-ab87-9889a75611a1&xptdk=ff0f98df-5a11-4361-ab87-9889a75611a1,https://down-sg.img.susercontent.com/file/sg-11134201-7qvfe-livgz39le6mlae,26-07-23
NIL,Under Armour,Under Armour UA Men's HOVR™ Sonic 5 Running Shoes,$179.00 ,$107.40 ,0,https://shopee.sg/Under-Armour-UA-Men's-HOVR™-Sonic-5-Running-Shoes-i.252648730.21229922303?sp_atk=8df7e7d5-7af8-45af-a2ca-4c494da9f900&xptdk=8df7e7d5-7af8-45af-a2ca-4c494da9f900,https://down-sg.img.susercontent.com/file/sg-11134201-7qve4-lj51dctih0ctef,26-07-23
